id,sentence,difficulty
38,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
39,"Quand j'étais petit, j'allais à l'école à pied.",A1
40,"Quand j'étais petit, j'allais à l'école à pied.",A1
41,Elle mange souvent des fruits au petit déjeuner.,A1
42,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
43,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
44,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
45,Le chat dort sur le sofa.,C1
46,Elle mange souvent des fruits au petit déjeuner.,A1
47,Elle mange souvent des fruits au petit déjeuner.,C1
48,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
49,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
50,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
51,"Quand j'étais petit, j'allais à l'école à pied.",C1
52,"Quand j'étais petit, j'allais à l'école à pied.",C1
53,"Quand j'étais petit, j'allais à l'école à pied.",A1
54,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
55,Le chat dort sur le sofa.,A1
56,"Quand j'étais petit, j'allais à l'école à pied.",A1
57,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
58,Elle mange souvent des fruits au petit déjeuner.,C1
59,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
60,Le chat dort sur le sofa.,C1
61,Elle mange souvent des fruits au petit déjeuner.,A1
62,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
63,"Quand j'étais petit, j'allais à l'école à pied.",C1
64,Le chat dort sur le sofa.,C1
65,Le chat dort sur le sofa.,C1
66,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
67,Le chat dort sur le sofa.,A1
68,Elle mange souvent des fruits au petit déjeuner.,A1
69,Le chat dort sur le sofa.,C1
70,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
71,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
72,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
73,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
74,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
75,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
76,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
77,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
78,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
79,"Quand j'étais petit, j'allais à l'école à pied.",C1
80,"Quand j'étais petit, j'allais à l'école à pied.",C1
81,Elle mange souvent des fruits au petit déjeuner.,A1
82,Elle mange souvent des fruits au petit déjeuner.,A1
83,Le chat dort sur le sofa.,C1
84,Elle mange souvent des fruits au petit déjeuner.,C1
85,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
86,Elle mange souvent des fruits au petit déjeuner.,A1
87,"Quand j'étais petit, j'allais à l'école à pied.",A1
88,"Quand j'étais petit, j'allais à l'école à pied.",C1
89,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
90,Le chat dort sur le sofa.,C1
91,"Quand j'étais petit, j'allais à l'école à pied.",A1
92,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
93,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
94,Elle mange souvent des fruits au petit déjeuner.,C1
95,Elle mange souvent des fruits au petit déjeuner.,C1
96,"Quand j'étais petit, j'allais à l'école à pied.",C1
97,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
98,Elle mange souvent des fruits au petit déjeuner.,A1
99,"Quand j'étais petit, j'allais à l'école à pied.",A1
100,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
101,"Quand j'étais petit, j'allais à l'école à pied.",A1
102,Le chat dort sur le sofa.,C1
103,Le chat dort sur le sofa.,A1
104,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
105,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
106,Le chat dort sur le sofa.,C1
107,Le chat dort sur le sofa.,A1
108,Le chat dort sur le sofa.,A1
109,"Quand j'étais petit, j'allais à l'école à pied.",A1
110,Le chat dort sur le sofa.,A1
111,"Quand j'étais petit, j'allais à l'école à pied.",A1
112,Le chat dort sur le sofa.,A1
113,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
114,Elle mange souvent des fruits au petit déjeuner.,A1
115,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
116,"Quand j'étais petit, j'allais à l'école à pied.",A1
117,Le chat dort sur le sofa.,A1
118,"Quand j'étais petit, j'allais à l'école à pied.",A1
119,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
120,Elle mange souvent des fruits au petit déjeuner.,A1
121,Le chat dort sur le sofa.,C1
122,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
123,Elle mange souvent des fruits au petit déjeuner.,C1
124,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
125,Le chat dort sur le sofa.,C1
126,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
127,Le chat dort sur le sofa.,A1
128,Elle mange souvent des fruits au petit déjeuner.,A1
129,Le chat dort sur le sofa.,C1
130,"Quand j'étais petit, j'allais à l'école à pied.",A1
131,Le chat dort sur le sofa.,C1
132,"Quand j'étais petit, j'allais à l'école à pied.",A1
133,"Quand j'étais petit, j'allais à l'école à pied.",C1
134,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
135,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
136,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
137,Le chat dort sur le sofa.,C1
138,Le chat dort sur le sofa.,C1
139,Elle mange souvent des fruits au petit déjeuner.,A1
140,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
141,Le chat dort sur le sofa.,A1
142,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
143,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
144,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
145,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
146,"Quand j'étais petit, j'allais à l'école à pied.",A1
147,Le chat dort sur le sofa.,A1
148,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
149,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
150,Le chat dort sur le sofa.,A1
151,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
152,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
153,Elle mange souvent des fruits au petit déjeuner.,C1
154,Le chat dort sur le sofa.,A1
155,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
156,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
157,"Quand j'étais petit, j'allais à l'école à pied.",C1
158,Elle mange souvent des fruits au petit déjeuner.,C1
159,Le chat dort sur le sofa.,A1
160,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
161,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
162,Le chat dort sur le sofa.,A1
163,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
164,Le chat dort sur le sofa.,A1
165,"Quand j'étais petit, j'allais à l'école à pied.",C1
166,"Quand j'étais petit, j'allais à l'école à pied.",A1
167,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
168,Elle mange souvent des fruits au petit déjeuner.,A1
169,Elle mange souvent des fruits au petit déjeuner.,C1
170,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
171,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
172,Le chat dort sur le sofa.,A1
173,"Quand j'étais petit, j'allais à l'école à pied.",A1
174,"Quand j'étais petit, j'allais à l'école à pied.",A1
175,Elle mange souvent des fruits au petit déjeuner.,A1
176,"Quand j'étais petit, j'allais à l'école à pied.",C1
177,Le chat dort sur le sofa.,C1
178,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
179,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
180,Le chat dort sur le sofa.,A1
181,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
182,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
183,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
184,Elle mange souvent des fruits au petit déjeuner.,C1
185,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
186,Elle mange souvent des fruits au petit déjeuner.,C1
187,Le chat dort sur le sofa.,C1
188,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
189,"Quand j'étais petit, j'allais à l'école à pied.",A1
190,Elle mange souvent des fruits au petit déjeuner.,A1
191,"Quand j'étais petit, j'allais à l'école à pied.",C1
192,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
193,Le chat dort sur le sofa.,C1
194,Le chat dort sur le sofa.,C1
195,"Quand j'étais petit, j'allais à l'école à pied.",C1
196,Elle mange souvent des fruits au petit déjeuner.,C1
197,Elle mange souvent des fruits au petit déjeuner.,A1
198,Le chat dort sur le sofa.,C1
199,Le chat dort sur le sofa.,C1
200,"Quand j'étais petit, j'allais à l'école à pied.",C1
201,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
202,"Quand j'étais petit, j'allais à l'école à pied.",C1
203,"Quand j'étais petit, j'allais à l'école à pied.",A1
204,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
205,Le chat dort sur le sofa.,C1
206,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
207,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
208,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
209,Elle mange souvent des fruits au petit déjeuner.,C1
210,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
211,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
212,Elle mange souvent des fruits au petit déjeuner.,A1
213,"Quand j'étais petit, j'allais à l'école à pied.",C1
214,Elle mange souvent des fruits au petit déjeuner.,A1
215,Elle mange souvent des fruits au petit déjeuner.,C1
216,"Quand j'étais petit, j'allais à l'école à pied.",C1
217,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
218,Elle mange souvent des fruits au petit déjeuner.,A1
219,"Quand j'étais petit, j'allais à l'école à pied.",A1
220,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
221,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
222,"Quand j'étais petit, j'allais à l'école à pied.",C1
223,Le chat dort sur le sofa.,A1
224,Le chat dort sur le sofa.,A1
225,Elle mange souvent des fruits au petit déjeuner.,C1
226,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
227,Le chat dort sur le sofa.,A1
228,Le chat dort sur le sofa.,A1
229,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
230,Le chat dort sur le sofa.,C1
231,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
232,Elle mange souvent des fruits au petit déjeuner.,C1
233,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
234,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
235,Elle mange souvent des fruits au petit déjeuner.,A1
236,Le chat dort sur le sofa.,C1
237,Elle mange souvent des fruits au petit déjeuner.,A1
238,Elle mange souvent des fruits au petit déjeuner.,A1
239,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
240,Elle mange souvent des fruits au petit déjeuner.,C1
241,"Quand j'étais petit, j'allais à l'école à pied.",C1
242,Le chat dort sur le sofa.,C1
243,"Quand j'étais petit, j'allais à l'école à pied.",A1
244,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
245,"Quand j'étais petit, j'allais à l'école à pied.",A1
246,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
247,Le chat dort sur le sofa.,A1
248,Le chat dort sur le sofa.,C1
249,Le chat dort sur le sofa.,A1
250,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
251,Le chat dort sur le sofa.,A1
252,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
253,Elle mange souvent des fruits au petit déjeuner.,C1
254,Le chat dort sur le sofa.,A1
255,Le chat dort sur le sofa.,A1
256,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
257,Elle mange souvent des fruits au petit déjeuner.,C1
258,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
259,Elle mange souvent des fruits au petit déjeuner.,C1
260,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
261,Le chat dort sur le sofa.,A1
262,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
263,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
264,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
265,Le chat dort sur le sofa.,A1
266,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
267,Elle mange souvent des fruits au petit déjeuner.,C1
268,Elle mange souvent des fruits au petit déjeuner.,C1
269,Le chat dort sur le sofa.,A1
270,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
271,Le chat dort sur le sofa.,A1
272,Elle mange souvent des fruits au petit déjeuner.,A1
273,"Quand j'étais petit, j'allais à l'école à pied.",C1
274,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
275,"Quand j'étais petit, j'allais à l'école à pied.",C1
276,"Quand j'étais petit, j'allais à l'école à pied.",C1
277,Elle mange souvent des fruits au petit déjeuner.,C1
278,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
279,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
280,Le chat dort sur le sofa.,C1
281,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
282,Elle mange souvent des fruits au petit déjeuner.,A1
283,Elle mange souvent des fruits au petit déjeuner.,A1
284,Elle mange souvent des fruits au petit déjeuner.,A1
285,"Quand j'étais petit, j'allais à l'école à pied.",C1
286,Le chat dort sur le sofa.,A1
287,Le chat dort sur le sofa.,A1
288,Elle mange souvent des fruits au petit déjeuner.,C1
289,Elle mange souvent des fruits au petit déjeuner.,A1
290,"Quand j'étais petit, j'allais à l'école à pied.",A1
291,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
292,Le chat dort sur le sofa.,A1
293,Elle mange souvent des fruits au petit déjeuner.,A1
294,Le chat dort sur le sofa.,C1
295,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
296,Le chat dort sur le sofa.,A1
297,"Quand j'étais petit, j'allais à l'école à pied.",A1
298,Le chat dort sur le sofa.,C1
299,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
300,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
301,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
302,Elle mange souvent des fruits au petit déjeuner.,C1
303,Le chat dort sur le sofa.,C1
304,Elle mange souvent des fruits au petit déjeuner.,C1
305,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
306,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
307,"Quand j'étais petit, j'allais à l'école à pied.",A1
308,"Quand j'étais petit, j'allais à l'école à pied.",C1
309,Le chat dort sur le sofa.,C1
310,Le chat dort sur le sofa.,A1
311,"Quand j'étais petit, j'allais à l'école à pied.",A1
312,"Quand j'étais petit, j'allais à l'école à pied.",C1
313,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
314,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
315,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
316,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
317,Elle mange souvent des fruits au petit déjeuner.,C1
318,Elle mange souvent des fruits au petit déjeuner.,C1
319,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
320,Elle mange souvent des fruits au petit déjeuner.,C1
321,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
322,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
323,Le chat dort sur le sofa.,A1
324,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
325,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
326,Le chat dort sur le sofa.,A1
327,Elle mange souvent des fruits au petit déjeuner.,A1
328,Elle mange souvent des fruits au petit déjeuner.,C1
329,Elle mange souvent des fruits au petit déjeuner.,C1
330,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
331,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
332,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
333,"Quand j'étais petit, j'allais à l'école à pied.",A1
334,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
335,Elle mange souvent des fruits au petit déjeuner.,A1
336,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
337,"Quand j'étais petit, j'allais à l'école à pied.",C1
338,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
339,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
340,"Quand j'étais petit, j'allais à l'école à pied.",C1
341,"Quand j'étais petit, j'allais à l'école à pied.",A1
342,Le chat dort sur le sofa.,A1
343,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
344,Elle mange souvent des fruits au petit déjeuner.,A1
345,Elle mange souvent des fruits au petit déjeuner.,A1
346,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
347,Elle mange souvent des fruits au petit déjeuner.,A1
348,Le chat dort sur le sofa.,A1
349,Le chat dort sur le sofa.,C1
350,Le chat dort sur le sofa.,C1
351,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
352,Elle mange souvent des fruits au petit déjeuner.,C1
353,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
354,"Quand j'étais petit, j'allais à l'école à pied.",C1
355,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
356,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
357,Elle mange souvent des fruits au petit déjeuner.,C1
358,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
359,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
360,Elle mange souvent des fruits au petit déjeuner.,C1
361,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
362,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
363,"Quand j'étais petit, j'allais à l'école à pied.",C1
364,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
365,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
366,Le chat dort sur le sofa.,A1
367,"Quand j'étais petit, j'allais à l'école à pied.",A1
368,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
369,Le chat dort sur le sofa.,A1
370,Le chat dort sur le sofa.,C1
371,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
372,Le chat dort sur le sofa.,A1
373,Elle mange souvent des fruits au petit déjeuner.,A1
374,Le chat dort sur le sofa.,A1
375,"Quand j'étais petit, j'allais à l'école à pied.",C1
376,"Quand j'étais petit, j'allais à l'école à pied.",A1
377,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
378,Elle mange souvent des fruits au petit déjeuner.,C1
379,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
380,"Quand j'étais petit, j'allais à l'école à pied.",C1
381,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
382,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
383,Le chat dort sur le sofa.,C1
384,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
385,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
386,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
387,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
388,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
389,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
390,Elle mange souvent des fruits au petit déjeuner.,A1
391,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
392,"Quand j'étais petit, j'allais à l'école à pied.",C1
393,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
394,Le chat dort sur le sofa.,A1
395,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
396,Elle mange souvent des fruits au petit déjeuner.,C1
397,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
398,Elle mange souvent des fruits au petit déjeuner.,C1
399,Le chat dort sur le sofa.,A1
400,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
401,Elle mange souvent des fruits au petit déjeuner.,A1
402,Le chat dort sur le sofa.,A1
403,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
404,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
405,Elle mange souvent des fruits au petit déjeuner.,C1
406,"Quand j'étais petit, j'allais à l'école à pied.",A1
407,Elle mange souvent des fruits au petit déjeuner.,C1
408,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
409,Le chat dort sur le sofa.,C1
410,"Quand j'étais petit, j'allais à l'école à pied.",C1
411,Le chat dort sur le sofa.,A1
412,"Quand j'étais petit, j'allais à l'école à pied.",C1
413,Elle mange souvent des fruits au petit déjeuner.,A1
414,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
415,Le chat dort sur le sofa.,A1
416,Elle mange souvent des fruits au petit déjeuner.,C1
417,Elle mange souvent des fruits au petit déjeuner.,C1
418,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
419,Elle mange souvent des fruits au petit déjeuner.,A1
420,Elle mange souvent des fruits au petit déjeuner.,C1
421,"Quand j'étais petit, j'allais à l'école à pied.",C1
422,Elle mange souvent des fruits au petit déjeuner.,A1
423,Le chat dort sur le sofa.,A1
424,Le chat dort sur le sofa.,A1
425,Elle mange souvent des fruits au petit déjeuner.,C1
426,"Quand j'étais petit, j'allais à l'école à pied.",C1
427,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
428,Elle mange souvent des fruits au petit déjeuner.,C1
429,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
430,Le chat dort sur le sofa.,A1
431,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
432,"Quand j'étais petit, j'allais à l'école à pied.",C1
433,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
434,Elle mange souvent des fruits au petit déjeuner.,C1
435,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
436,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
437,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
438,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
439,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
440,"Quand j'étais petit, j'allais à l'école à pied.",C1
441,"Quand j'étais petit, j'allais à l'école à pied.",A1
442,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
443,Elle mange souvent des fruits au petit déjeuner.,C1
444,Le chat dort sur le sofa.,A1
445,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
446,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
447,Elle mange souvent des fruits au petit déjeuner.,A1
448,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
449,Elle mange souvent des fruits au petit déjeuner.,A1
450,Elle mange souvent des fruits au petit déjeuner.,C1
451,Elle mange souvent des fruits au petit déjeuner.,A1
452,Le chat dort sur le sofa.,A1
453,Elle mange souvent des fruits au petit déjeuner.,A1
454,"Quand j'étais petit, j'allais à l'école à pied.",A1
455,Le chat dort sur le sofa.,A1
456,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
457,Le chat dort sur le sofa.,A1
458,Le chat dort sur le sofa.,C1
459,"Quand j'étais petit, j'allais à l'école à pied.",A1
460,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
461,Le chat dort sur le sofa.,A1
462,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
463,"Quand j'étais petit, j'allais à l'école à pied.",A1
464,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
465,Le chat dort sur le sofa.,C1
466,Elle mange souvent des fruits au petit déjeuner.,C1
467,Elle mange souvent des fruits au petit déjeuner.,C1
